349	176.1
350	176.0
351	176.7
352	176.3
353	176.6
354	176.2
355	176.9
356	176.5
357	176.9
358	176.0
359	176.3
360	176.7
361	176.8
362	176.8
363	177.0
364	177.0
365	176.4
366	176.4
367	176.6
368	176.2
369	175.9
370	176.0
371	176.1
372	176.9
373	176.2
374	176.0
375	176.6
376	175.9
377	177.0
378	176.3
379	176.1
380	176.9
381	176.7
382	176.2
383	176.8
384	176.0
385	176.3
386	176.7
387	176.4
388	176.7
389	176.7
390	175.8
391	176.4
392	176.6
393	176.6
394	176.7
395	176.8
396	176.9
397	176.0
398	176.0
399	176.5
400	176.9
401	176.7
402	176.5
403	176.9
404	176.3
405	176.7
406	175.9
407	176.1
408	176.1
409	176.6
410	176.8
411	176.4
412	176.7
413	176.6
414	176.7
415	176.8
416	176.6
417	176.8
418	176.3
419	175.8
420	176.2
421	176.3
422	176.1
423	176.7
424	176.2
425	176.4
426	176.8
427	176.6
428	176.3
429	176.6
430	176.2
431	176.3
432	176.2
433	176.5
434	175.9
435	176.1
436	176.1
437	175.8
438	176.4
439	177.0
440	176.0
441	176.3
442	176.6
443	175.9
444	176.7
445	176.9
446	175.8
447	175.9
448	176.1
449	176.4
450	176.5
451	175.9
452	176.1
453	176.7
454	177.0
455	176.8
456	176.0
457	176.4
458	175.9
459	175.9
460	175.9
461	176.6
462	175.9
463	176.6
464	176.1
465	176.8
466	175.9
467	176.0
468	175.9
469	176.0
470	175.9
471	176.0
472	176.9
473	176.8
474	176.6
475	177.0
476	176.5
477	176.7
478	175.8
479	176.2
480	176.7
481	176.7
482	176.6
483	176.3
484	176.0
485	176.5
486	176.1
487	176.4
488	177.0
489	176.0
490	175.8
491	176.2
492	176.9
493	176.7
494	176.9
495	176.0
496	176.3
497	176.0
498	176.9
499	176.6
500	177.0
501	176.3
502	176.5
503	176.0
504	176.1
505	176.4
506	176.6
507	176.2
508	176.8
509	176.7
510	176.6
511	176.3
512	176.2
513	176.6
514	176.6
515	176.2
516	176.8
517	175.9
518	177.0
519	175.9
520	176.2
521	175.8
522	176.4
523	176.7
524	176.7
525	176.4
526	176.9
527	176.7
528	176.7
529	176.5
530	175.9
531	177.0
532	176.7
533	176.9
534	176.0
535	176.8
536	176.9
537	176.4
538	176.5
539	175.9
540	176.0
541	176.6
542	176.7
543	175.8
544	176.2
545	176.0
546	176.4
547	176.7
548	176.8
549	176.7
550	176.1
551	175.9
552	176.7
553	176.4
554	175.9
555	176.8
556	176.4
557	176.7
558	176.7
559	176.8
560	176.1
561	176.2
562	176.9
563	176.0
564	176.3
565	176.4
566	176.2
567	175.9
568	176.8
569	176.2
570	176.8
571	176.7
572	176.3
573	175.9
574	176.9
575	176.6
576	176.8
577	176.8
578	176.4
579	175.8
580	176.6
581	176.6
582	175.9
583	176.8
584	176.8
585	176.2
586	176.8
587	176.9
588	176.0
589	176.2
590	175.8
591	176.2
592	177.0
593	176.4
594	176.4
595	177.0
596	176.8
597	175.8
598	176.6
599	177.0
600	176.5
601	175.9
602	176.2
603	176.7
604	177.0
605	176.1
606	176.9
607	176.0
608	176.5
609	175.8
610	176.9
611	176.0
612	176.5
613	176.1
614	175.9
615	176.5
616	176.9
617	176.2
618	176.1
619	176.1
620	176.4
621	176.1
622	176.2
623	176.0
624	176.7
625	176.3
626	176.4
627	176.6
628	176.0
629	176.3
630	176.5
631	177.0
632	177.0
633	176.9
634	176.5
635	176.5
636	176.1
637	177.0
638	176.1
639	176.5
640	176.4
641	176.8
642	176.2
643	176.3
644	176.6
645	175.9
646	176.1
647	177.0
648	175.9
649	175.9
650	176.2
651	176.8
652	176.2
653	176.5
654	176.0
655	176.1
656	176.6
657	176.0
658	177.0
659	176.4
660	176.0
661	176.4
662	176.2
663	176.7
664	176.8
665	176.7
666	176.2
667	176.7
668	176.3
669	176.1
670	176.9
671	176.3
672	175.8
673	176.1
674	175.9
675	177.0
676	176.3
677	176.1
678	176.5
679	175.9
680	176.4
681	176.2
682	176.1
683	176.9
684	176.2
685	175.9
686	176.4
687	176.7
688	176.1
689	176.0
690	177.0
691	176.7
692	176.8
693	176.7
694	176.5
695	175.8
696	175.8
697	176.8
698	176.2
699	175.9
700	176.0
701	176.3
702	176.5
703	176.7
704	176.5
705	175.9
706	176.1
707	176.1
708	176.9
709	176.6
710	175.9
711	176.7
712	176.1
713	175.8
714	176.2
715	176.5
716	175.9
717	176.0
718	176.9
719	176.1
720	176.1
721	176.9
722	176.2
723	176.7
724	176.7
725	176.1
726	176.3
727	176.6
728	176.5
729	175.9
730	176.5
731	176.0
732	176.8
733	176.4
734	176.6
735	175.8
736	177.0
737	176.6
738	176.9
739	176.4
740	176.9
741	176.7
742	176.8
743	176.7
744	176.8
745	176.5
746	176.3
747	176.8
748	176.7
749	176.6
750	176.5
751	176.4
752	177.0
753	176.4
754	176.3
755	176.5
756	176.0
757	175.8
758	176.5
759	175.8
760	176.8
761	177.0
762	176.4
763	176.8
764	176.0
765	176.6
766	176.8
767	176.3
768	176.3
769	176.0
770	175.9
771	176.0
772	175.9
773	176.7
774	177.0
775	175.9
776	176.3
777	176.3
778	176.6
779	176.3
780	175.9
781	176.3
782	176.4
783	176.8
784	176.3
785	175.9
786	176.5
787	176.8
788	176.0
789	176.3
790	176.9
791	176.8
792	176.0
793	176.5
794	176.1
795	176.9
796	176.2
797	176.6
798	176.0
799	176.0
800	176.4
801	176.4
802	176.5
803	176.2
804	176.5
805	176.3
806	175.9
807	176.4
808	176.5
809	175.8
810	175.9
811	176.1
812	176.1
813	176.7
814	176.4
815	176.6
816	176.1
817	176.6
818	176.7
819	176.0
820	176.1
821	176.4
822	176.5
823	176.0
824	176.2
825	176.1
826	175.9
827	176.9
828	176.1
829	176.5
830	176.3
831	176.9
832	176.4
833	176.2
834	176.0
835	176.5
836	176.4
837	176.6
838	176.5
839	176.8
840	176.0
841	176.3
842	176.1
843	176.1
844	176.2
845	176.4
846	176.1
847	175.8
848	176.2
849	176.9
850	176.0
851	176.4
852	176.1
853	176.7
854	176.9
855	176.1
856	176.3
857	175.8
858	176.0
859	176.7
860	175.8
861	176.1
862	176.5
863	176.7
864	176.3
865	176.3
866	176.6
867	176.9
868	176.8
869	176.9
870	175.9
871	176.3
872	176.7
873	176.4
874	176.4
875	176.0
876	176.7
877	176.1
878	176.8
879	176.1
880	176.8
881	176.5
882	176.5
883	176.7
884	176.2
885	176.2
886	176.5
887	176.9
888	175.8
889	176.6
890	176.9
891	176.3
892	176.8
893	176.3
894	176.1
895	176.8
896	176.4
897	175.8
898	177.0
899	176.6
900	176.9
901	176.9
902	176.8
903	175.8
904	176.3
905	176.8
906	176.9
907	176.9
908	176.4
909	176.9
910	176.8
911	176.3
912	176.2
913	175.9
914	176.6
915	177.0
916	176.9
917	176.8
918	176.7
919	176.1
920	176.7
921	176.7
922	176.7
923	176.8
924	176.8
925	176.4
926	175.8
927	176.8
928	176.2
929	176.6
930	176.7
931	176.0
932	176.2
933	176.6
934	176.0
935	176.9
936	176.2
937	176.3
938	176.3
939	176.1
940	175.9
941	177.0
942	176.5
943	176.1
944	176.2
945	176.3
946	176.2
947	176.9
948	176.3
949	176.8
950	176.8
951	175.9
952	176.7
953	175.9
954	175.9
955	176.3
956	176.6
957	176.8
958	176.9
959	175.9
960	176.8
961	175.9
962	176.7
963	176.4
964	176.9
965	176.2
966	175.9
967	176.3
968	176.0
969	176.6
970	176.9
971	176.2
972	176.2
973	176.6
974	176.7
975	176.6
976	176.7
977	176.1
978	176.4
979	176.1
980	176.4
981	176.5
982	176.4
983	176.0
984	176.2
985	176.7
986	176.6
987	177.0
988	176.7
989	177.0
990	176.1
991	176.9
992	176.4
993	176.9
994	177.0
995	176.7
996	177.0
997	176.9
998	176.9
999	176.5
